1995,42.56204,-67.60531,3.75256,7.25869,8.16090,-15.23354,-1.00517,-11.96354,3.21938,0.32161,6.03533,-5.07315,11.90449,1451.49841,1324.06881,788.74581,478.49193,565.97069,308.16078,320.86766,267.48177,272.53270,171.87302,292.57916,9.95800,119.86441,-101.55206,-53.39675,21.31859,60.33065,-23.70535,31.89459,4.43889,22.07513,20.99985,68.16221,38.83716,-98.57755,-97.56319,-50.03077,25.57923,3.41177,-26.34423,-12.98477,-26.43362,-4.78188,-6.89658,4.24778,-79.49076,11.75562,30.42632,-45.71831,23.00241,-79.07708,-16.03030,172.62566,22.08147,9.13897,54.55785,-103.80414,-33.84153,19.68860,6.47600,-34.38908,20.45242,-47.88051,-19.63961,-8.72086,13.50553,7.00987,158.71549,107.96980,177.89039,-18.36887,-13.41676,-6.99760,37.16421,-13.56795,86.14854,-82.06741,9.46329,29.18013,-52.22605,-24.52511,-1.09515,2.36400,-86.57592,-1.71602,8.25900,0.06479
1993,38.31026,-36.90994,17.22316,-11.11274,-20.08858,-2.01415,-23.74420,-14.32009,5.99328,1.54097,1.16596,14.94671,35.76764,1872.56481,1381.62707,1139.57628,859.12695,607.79918,719.66742,496.97411,435.17588,325.86500,244.08350,316.42616,-10.74084,83.02332,-59.52143,-93.34001,-77.96596,72.16895,41.07351,24.83369,-43.31824,20.22130,10.76231,71.79700,62.99526,136.49862,-117.02684,258.85742,-35.60721,21.22202,-47.90436,-36.48390,-13.34439,17.88545,-112.74172,-7.97785,-137.98667,80.16204,6.78931,112.21005,-6.34419,66.30479,-1.34147,14.20550,207.41776,-109.57628,158.21418,-60.09097,22.13769,37.80291,-5.33749,-339.64151,161.51568,14.49604,28.48864,-27.96519,33.78600,-5.93282,-216.27529,-58.01115,-79.05639,-6.45431,10.16196,-13.63018,-231.86070,94.15074,-218.86887,84.36498,34.73054,-66.90118,106.11297,-70.64558,2.35848,51.39056,-179.94797,-0.14580,-197.83852,1.04196
2006,49.62579,22.34882,19.69700,3.33459,-5.09591,-17.35215,-1.11143,-3.73180,18.99996,-1.01259,3.48714,2.07586,16.13140,1271.68530,1482.73851,574.77934,523.24133,565.40152,214.98597,301.01120,239.71944,237.08220,197.44530,274.16447,63.10367,276.06976,-63.83745,62.77502,-6.80968,33.78554,2.43606,-0.51964,56.24940,-23.73335,4.10196,45.29933,41.12473,-255.36819,-123.20429,-63.61841,63.88925,31.75347,-46.21018,10.56678,-10.05780,7.22942,147.28751,10.43255,-42.95671,44.52048,-8.09459,-2.15961,41.94229,-28.55506,-2.26144,-154.76789,37.80451,-7.71879,-41.85376,-80.35936,20.14032,31.34689,-9.33705,20.85743,-31.64743,-33.51807,-67.81910,28.62702,56.04333,1.15842,115.62917,222.53207,-49.72592,3.42078,-13.52039,5.36226,3.66274,153.26014,-22.64602,-68.75479,3.60530,-18.65364,-30.33492,1.38384,-3.81161,-16.58936,14.78578,7.27943,-23.86806,2.46246
0,48.30307,17.38407,35.33571,3.06180,-15.63831,-8.70377,-7.32319,-3.86552,-6.74488,-6.99115,2.82239,-3.78096,22.40772,2752.00722,1502.51799,1181.61051,978.27391,702.86531,520.56552,491.05799,410.41989,405.13655,213.03488,236.26732,48.30105,-631.06616,-123.17705,164.61387,1.81801,1.50432,-65.89008,42.19248,18.57970,-19.34569,7.23513,51.43951,-172.78321,-218.32318,-222.65512,-5.02803,-13.16830,27.38619,-34.55086,11.29867,28.85339,-24.96737,328.91969,278.73008,-54.97722,2.31112,-18.35297,-23.58796,7.24129,50.67090,-29.98270,-193.01482,207.40066,72.69451,142.76716,-82.71928,-11.12769,18.52029,-15.89784,-274.26444,-19.03369,-35.69007,-6.33105,84.71588,20.61185,5.84381,136.91412,-38.39774,-30.20692,34.51269,-18.99646,12.20686,-144.81716,1.00504,-74.76705,48.81364,-3.91909,-49.94477,12.56701,-2.63107,-1.23566,-21.49040,-62.99620,-4.11447,-30.98018,-4.82643
0,34.25611,12.78830,25.62602,9.77678,6.08690,-0.88136,-32.92999,-7.04928,2.95222,8.30822,4.08301,6.80642,11.59433,1234.18553,1566.70874,925.40048,572.90379,807.52643,353.18277,362.43345,450.82117,355.64679,219.62522,181.99361,3.77880,113.50840,78.51242,-38.15049,-69.36456,-35.16184,-6.21618,-36.83841,111.25855,54.17285,4.93823,-49.14993,-127.58541,-116.10515,-130.13478,106.90213,35.92474,117.46085,-118.48952,59.59188,-10.55058,-6.10896,143.16954,449.57962,-67.89230,-26.13359,-193.83636,40.21652,-29.06018,-49.98272,14.33510,73.20282,-70.85580,-25.65296,193.61757,-110.23489,11.04915,-51.58626,-18.22719,87.23287,117.30204,-5.77507,168.83264,-11.44550,-19.10525,1.51993,-42.35123,-196.13104,-6.42837,-11.52534,-45.06713,-10.97846,-74.26848,-271.56997,-23.44457,-52.58757,22.67525,-67.21758,-141.93754,5.21957,25.25879,-52.65751,-122.37606,10.79711,-36.96160,-2.79885
0,38.12668,-28.60384,14.87639,-10.85706,30.25088,-2.48369,-7.66658,-2.52578,-6.56797,-2.36529,-0.93653,27.33020,69.85420,2464.65062,834.44786,1621.39765,617.64136,621.51520,500.03413,826.62193,344.19488,517.97592,269.92657,232.09108,29.92227,-274.27805,-361.98175,-36.44920,-53.80988,36.03024,-122.66133,88.16667,-91.13914,-29.47087,10.99231,72.55486,31.53109,-10.23191,-325.52697,232.24572,21.80659,-71.89690,-85.54684,10.25864,42.40537,51.54670,233.54570,113.70001,-244.12287,12.78346,44.49554,48.85020,-4.94834,-63.31633,-36.60457,-58.07978,-18.33795,-35.27450,-29.54468,5.53113,54.61462,-2.75079,21.97469,-110.24586,73.80473,7.13472,53.11829,0.92041,81.68509,-52.29326,-145.83373,149.79088,-163.58333,-5.31797,-28.56154,-24.74929,-98.75881,17.41021,-273.48561,44.94054,59.51546,-132.11821,78.59762,-35.31671,-33.72377,59.33173,-140.68036,3.35706,-14.75986,-28.88522
1999,46.62969,-19.66074,45.66777,5.85171,-16.40231,1.46162,12.52436,5.32209,3.17472,-3.72541,-2.44877,1.71820,46.34496,2912.17291,1586.41203,1812.83240,678.99033,733.87742,617.97136,573.90620,223.34384,422.06315,303.43771,221.35662,20.07970,-523.19343,-383.55969,-38.85487,-39.31961,173.99295,-6.80679,32.10410,-44.73658,-38.37255,-34.91955,61.82355,-479.35776,-224.40953,-515.19612,27.73229,114.74879,-58.97343,-91.06321,23.44888,39.83137,6.01625,684.16014,240.35099,-96.32222,96.09506,31.77905,29.09627,39.75029,18.24683,-3.54930,-91.46453,419.04946,-269.54364,-91.27599,-5.53780,58.27144,4.88686,15.70027,-247.07412,-73.18512,47.03244,-99.69878,91.93874,-32.99537,-5.07799,218.80808,143.16507,-123.41212,-57.35029,-47.49343,-18.17811,-257.34759,207.51411,-330.37924,-19.24724,27.77226,102.96930,148.21749,20.35488,-9.16458,-82.95809,71.28909,2.43217,90.97905,24.83107
2001,50.20325,66.13560,9.37183,-7.57723,-7.38908,-30.08862,16.37749,-2.03251,6.72063,4.16678,-1.13516,3.19087,30.37256,715.17842,1642.97654,606.29712,651.30308,393.71026,458.20121,259.11461,306.80454,166.93011,105.59079,215.99756,5.83560,357.91304,-194.16707,-110.23970,3.30006,-31.55703,-39.16579,-4.71136,15.67373,-9.12937,-9.17549,93.77189,6.49171,295.26373,-160.92781,-59.16515,18.67043,153.34401,-74.19767,3.04441,7.89345,-51.79568,33.70638,70.92531,19.90600,129.96450,-29.75496,59.41888,-19.75124,51.76787,32.40805,39.82455,-120.02080,-92.38405,36.93886,-86.54965,5.39772,36.99629,6.90635,-158.43260,253.86210,22.87820,-38.86646,48.89694,68.05369,-12.54933,111.99459,25.52751,31.68603,-37.01669,-39.12578,23.98176,-95.08746,-62.09209,27.57605,45.65668,2.88867,-61.42545,-69.71111,11.10531,-11.70070,1.48559,157.52604,-7.56906,69.66818,3.21116
2008,40.14525,-5.79790,-31.29774,41.76949,19.03420,-0.96795,14.68415,-11.57060,6.59141,-4.88348,7.30679,16.62565,52.97314,5131.24153,3802.11595,3016.07283,1244.71752,1464.00502,591.37318,720.49220,513.66502,465.65417,413.59950,205.11339,162.60714,-464.33299,-750.74422,96.38803,-77.88641,151.10973,-115.43003,4.60024,-68.14903,84.40921,-70.82273,18.85835,1376.38714,1103.01554,106.28366,-234.31072,141.22124,207.13152,-136.52838,51.11510,-14.23321,170.75527,691.85329,41.36858,-38.17019,70.72649,177.06837,53.32132,-34.92856,-116.62284,31.14298,506.73788,-574.74625,6.59198,42.96082,-219.99364,11.09806,40.45250,45.58533,-129.50849,45.37020,269.10733,-162.14336,103.41166,-65.15947,5.52949,432.78358,-346.44111,-58.89552,32.25932,-66.20896,-1.21797,234.61119,-128.03017,203.14455,48.57432,63.32124,-95.51260,-131.80260,-100.12181,1.23937,-11.80828,194.89422,26.35749,119.33156,-7.10546
2006,48.96254,18.00869,0.14717,-9.70977,23.88409,-15.54929,4.81549,-5.44119,3.05823,-2.98107,-6.97489,-0.90411,36.88599,1840.63813,2033.80386,1739.84520,971.65754,766.52128,651.60312,570.85427,352.91426,307.98669,314.56985,285.94924,29.67750,272.97535,463.54011,125.63272,39.65677,84.31604,-31.60941,47.40926,1.73805,-31.95089,-7.65284,55.16840,317.65149,310.92082,100.54647,43.30552,-71.24864,114.83980,25.95297,7.02764,-23.30157,32.07881,159.13184,413.50313,90.18111,-71.44403,-49.65266,8.70441,-2.86926,-15.03682,-3.14265,281.42754,-34.91565,-230.53541,92.69753,-149.95563,-34.38163,-23.93343,20.85881,-33.01093,7.36701,-71.17790,-38.57165,17.60926,1.63139,11.22362,-219.86399,-93.96782,-53.89075,39.34294,61.99714,-2.37737,-220.95039,-37.55834,-273.11260,158.27053,-3.65375,-117.17291,77.29500,259.18818,-0.21110,-71.53216,151.98516,-16.98248,110.58318,-0.21004
